0,1,2,3,4,5,6,7,8,9,10,11,12,label
-315.59802,133.00061,-115.81736,92.72124,-87.71487,55.62051,-46.311504,3.4695818,-1.9110122,-15.773335,19.933187,-37.569527,19.66208,0
-318.61328,123.35831,-107.26011,81.96214,-81.34604,50.851448,-42.242836,0.41621846,-2.353978,-15.632364,18.244411,-35.0539,17.032385,0
-465.24512,115.620224,-97.84661,74.44375,-74.404015,45.329964,-38.07831,-1.5538551,-3.0596447,-14.365036,18.178806,-31.87478,15.156116,0
-223.54724,110.593155,-121.66214,82.49821,-102.78551,50.239765,-49.638912,7.896209,-6.0211544,-22.505693,20.414131,-30.265516,26.55148,0
-231.59729,115.792694,-124.18934,78.086105,-98.81999,53.346214,-45.211,8.366203,-5.000654,-21.07544,21.15243,-30.343737,26.747602,0
-241.41974,111.61975,-121.72166,75.785645,-98.7331,52.800587,-42.39141,8.558751,-4.2170525,-19.964678,21.275352,-28.290934,28.303076,0
-244.68736,109.9511,-123.50971,84.58716,-99.02115,54.65444,-45.354603,10.311667,-4.2061133,-20.721243,20.908997,-28.92951,26.668373,0
-262.73157,111.502716,-126.131424,85.964516,-92.44515,57.444202,-46.9121,8.713174,-4.9138503,-21.869879,22.66421,-32.097492,22.70382,0
-262.06403,115.01527,-126.04931,86.52452,-94.62826,60.64135,-46.499428,9.41717,-6.9339857,-22.64696,21.951145,-31.751478,23.704365,0
-253.52045,111.02641,-124.11609,81.68724,-93.88126,56.808125,-45.8957,9.373715,-5.412629,-23.519909,20.973412,-32.34923,23.183998,0
-225.81343,105.87461,-123.1915,78.13959,-95.965294,54.36139,-46.314495,9.803536,-5.091054,-23.266197,18.050812,-33.38901,23.046368,0
-503.6232,80.33584,9.537634,3.7187157,-25.757025,4.5583515,-16.99267,-4.2217226,-24.165844,-7.6259046,-22.337675,-9.989774,-21.500452,0
-481.06677,86.509,8.979504,8.373181,-28.84878,8.877419,-21.32539,-2.5732126,-27.862278,-6.3351035,-25.458075,-9.98692,-24.676287,0
-358.3634,103.823586,-0.5632303,4.5297284,-49.622684,2.339728,-30.174969,-5.4442596,-33.968475,-8.117027,-26.988033,-17.863075,-27.132751,0
-259.1313,53.465813,-4.360586,21.747517,-53.24553,15.518726,-25.661774,-1.1084762,-28.868336,-9.240946,-35.616768,-3.4167202,-35.32892,0
-202.51169,6.093034,-12.6470995,38.04765,-64.09472,24.697586,-33.076054,6.0231338,-48.632767,-4.107222,-39.73975,7.169737,-42.993214,0
-159.30887,-25.344357,-19.09306,40.659676,-59.715748,29.839298,-26.659443,12.6420765,-49.322365,-1.3451506,-38.072556,7.5041003,-39.073315,0
-133.83893,-24.192356,-26.7262,33.70977,-56.882725,29.993279,-29.03723,11.181555,-46.421635,1.5477719,-34.806114,3.1147363,-32.983727,0
-303.19904,94.96958,9.174356,23.416115,-39.419052,8.486671,-26.27738,-6.6933274,-35.266502,-4.9245853,-25.614933,-13.807692,-21.980333,0
-417.9644,79.46839,-1.6715851,20.773008,-32.17355,11.5865555,-14.041099,-9.373048,-15.977283,-2.9351888,-22.279297,-15.692347,-19.009298,0
-473.04575,81.06636,9.529174,14.338342,-30.685698,9.538258,-19.816334,-3.853517,-25.968534,-7.2588787,-25.78492,-9.670898,-24.095484,0
-397.42535,78.50331,20.816261,51.860775,2.297094,11.651326,-2.3224435,4.7953863,1.226346,2.737942,2.279388,-2.07405,-4.882431,0
-381.60986,86.163826,-3.8830016,48.206512,2.2121618,17.07553,-4.3661346,2.913427,-1.9812466,2.5119758,3.1768475,-0.55212176,-1.2806779,0
-558.23914,127.0625,0.23128341,48.354866,15.497754,17.96097,7.2755933,5.4032145,8.851096,3.4165792,4.5420566,-1.0556165,-0.52630526,0
-545.97516,119.16046,12.649319,44.139786,21.249569,17.324959,5.354025,4.3956003,2.8681571,4.5590353,3.438861,0.4752726,-0.74234307,0
-497.01706,115.40939,-1.5218965,49.327393,15.538674,19.803665,0.4528932,1.5499492,2.0833092,4.2689962,1.1796843,0.4709241,-1.1385784,0
-448.24615,145.20041,21.256542,36.791317,18.542637,9.717441,2.6775289,2.8332896,5.9909105,5.420719,2.708514,1.5845679,1.3533913,0
-392.84406,172.38373,37.947105,27.625443,26.470238,9.393892,1.68436,-0.8531769,0.45571217,3.6290638,4.3900537,0.7963133,-0.84143156,0
-446.4601,162.44887,29.531385,26.087326,27.626911,13.95677,3.6167126,-0.57565933,0.28752595,4.2206883,6.671323,1.981707,-1.6804835,0
-398.16168,160.89137,30.555737,30.05662,21.2897,6.795304,2.8127007,1.2535182,1.9748191,5.8612037,5.6196046,-1.317412,-3.0131571,0
-521.79065,131.36497,36.124134,33.53986,27.100887,10.977939,6.894374,6.668413,6.7290654,5.3274655,3.3629599,1.1361262,0.83047765,0
-518.1405,163.50853,-9.946184,41.69758,13.916829,6.7096276,-0.5599719,-1.2232505,3.6811273,4.480882,4.5896993,-4.4921346,-2.7091775,0
-563.9982,133.29642,0.9933779,53.349846,19.748894,15.560606,8.7170725,6.2639966,8.355793,3.3914886,3.851552,-3.3148677,-0.805001,0
-425.4704,107.60569,-9.975001,48.083717,1.4029286,12.421506,-4.978409,1.9386196,-5.129635,5.807324,3.302656,1.3833661,-2.3132007,0
